"","Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"495","FIFA 15","X360","2014","Sports","Electronic Arts",0.79,1.92,0,0.21,2.92,NA,NA,41,85,"EA Sports","E"
"508","Madden NFL 13","X360","2012","Sports","Electronic Arts",2.53,0.15,0,0.17,2.86,81,36,57,179,"EA Tiburon","E"
"510","Assassin's Creed IV: Black Flag","PS4","2013","Action","Ubisoft",1.07,1.31,0.06,0.42,2.85,83,29,77,1530,"Ubisoft","M"
"514","Mortal Kombat","PS3","2011","Fighting","Warner Bros. Interactive Entertainment",1.98,0.53,0,0.34,2.84,84,60,83,494,"NetherRealm Studios","M"
"515","Madden NFL 10","X360","2009","Sports","Electronic Arts",2.52,0.09,0,0.22,2.83,85,58,60,90,"EA Tiburon","E"
"519","Assassin's Creed: Brotherhood","PS3","2010","Action","Ubisoft",1.87,0.55,0.11,0.29,2.82,90,59,81,791,"Ubisoft Montreal","M"
"521","Zumba Fitness 2","Wii","2011","Sports","Majesco Entertainment",1.51,1.03,0,0.27,2.81,NA,NA,97,NA,"Majesco Games, Majesco","T"
"523","Medal of Honor","PS3","2010","Shooter","Electronic Arts",1.28,1.04,0.07,0.42,2.81,75,56,74,286,"EA DICE, Danger Close","M"
"524","Need for Speed: Most Wanted","PS3","2012","Racing","Electronic Arts",0.71,1.46,0.06,0.58,2.81,NA,NA,1,NA,"",""
"530","inFAMOUS: Second Son","PS4","2014","Action","Sony Computer Entertainment",1.28,0.98,0.07,0.46,2.79,80,90,78,2944,"Sucker Punch","T"
"533","Monster Hunter Tri","3DS","2011","Role-Playing","Nintendo",0.46,0.29,1.96,0.07,2.79,NA,NA,1,NA,"",""
"537","Need for Speed: Hot Pursuit","PS3","2010","Racing","Electronic Arts",1.05,1.23,0.03,0.47,2.78,89,59,71,301,"Criterion Games","E10+"
"538","Skylanders: Spyro's Adventure","Wii","2011","Action","Activision",1.35,1.13,0,0.3,2.78,81,11,55,31,"Toys for Bob","E10+"
"539","Battlefield 3","PC","2011","Shooter","Electronic Arts",0.89,1.43,0,0.46,2.78,89,61,74,4926,"EA DICE","M"
"540","Mortal Kombat X","PS4","2015","Fighting","Warner Bros. Interactive Entertainment",1.5,0.8,0,0.48,2.78,83,81,76,836,"Warner Bros. Interactive Entertainment, NetherRealm Studios","M"
"542","Killzone 3","PS3","2011","Shooter","Sony Computer Entertainment",1.45,0.86,0.09,0.38,2.77,84,85,78,942,"Guerrilla","M"
"544","Minecraft","XOne","2014","Misc","Microsoft Game Studios",1.61,0.9,0,0.25,2.76,NA,NA,1,NA,"",""
"546","Saints Row: The Third","X360","2011","Action","THQ",1.25,1.14,0.07,0.3,2.76,84,70,75,490,"Volition Inc.","M"
"549","Tekken 6","PS3","2009","Fighting","Namco Bandai Games",1.2,0.97,0.17,0.42,2.75,79,63,73,211,"Namco Bandai Games","T"
"553","FIFA 16","PS3","2015","Sports","Electronic Arts",0.41,1.84,0.05,0.4,2.71,NA,NA,31,58,"EA Sports","E"
"557","L.A. Noire","X360","2011","Adventure","Take-Two Interactive",1.52,0.92,0.02,0.24,2.7,89,83,77,893,"Team Bondi","M"
"559","Madden NFL 12","X360","2011","Sports","Electronic Arts",2.42,0.11,0,0.16,2.69,78,55,58,94,"EA Tiburon","E"
"561","Killzone: Shadow Fall","PS4","2013","Shooter","Sony Computer Entertainment",0.89,1.33,0.08,0.39,2.69,73,88,67,2102,"Guerrilla","M"
"562","Madden NFL 11","X360","2010","Sports","Electronic Arts",2.38,0.12,0,0.18,2.69,84,47,56,120,"EA Tiburon","E"
"564","Yokai Watch 2 Shinuchi","3DS","2014","Role-Playing","Level 5",0,0,2.68,0,2.68,NA,NA,1,NA,"",""
"566","Mario vs. Donkey Kong: Mini-Land Mayhem!","DS","2010","Puzzle","Nintendo",1.63,0.51,0.35,0.18,2.67,79,51,76,18,"Nintendo","E"
"567","Professor Layton and the Last Specter","DS","2009","Puzzle","Nintendo",0.28,1.39,0.68,0.32,2.67,83,58,86,52,"Level 5","E10+"
"572","FIFA 17","XOne","2016","Sports","Electronic Arts",0.43,2.05,0,0.17,2.65,84,50,54,201,"EA Sports, EA Vancouver","E"
"576","Need for Speed: Shift","PS3","2009","Racing","Electronic Arts",0.69,1.4,0.04,0.52,2.65,84,55,68,113,"Slightly Mad Studios","E"
"579","Final Fantasy XIII-2","PS3","2011","Role-Playing","Square Enix",0.78,0.73,0.89,0.23,2.63,79,53,65,707,"Square Enix","T"
"581","Skate 3","X360","2010","Sports","Electronic Arts",1.47,0.93,0,0.24,2.63,80,65,79,127,"EA Black Box","T"
"583","Halo Wars","X360","2009","Strategy","Microsoft Game Studios",1.54,0.8,0.04,0.24,2.62,82,92,71,454,"Ensemble Studios","T"
"584","NBA 2K12","X360","2011","Sports","Take-Two Interactive",2.31,0.14,0.01,0.16,2.62,90,42,76,134,"Visual Concepts","E"
"586","FIFA Soccer 10","X360","2009","Sports","Electronic Arts",0.59,1.79,0.01,0.23,2.62,90,63,74,133,"EA Sports","E"
"587","Medal of Honor","X360","2010","Shooter","Electronic Arts",1.56,0.8,0.04,0.21,2.61,74,71,66,288,"Dice, Danger Close","M"
"590","God of War Collection","PS3","2009","Action","Sony Computer Entertainment",1.7,0.44,0.06,0.4,2.6,91,50,86,529,"Bluepoint Games","M"
"601","Super Mario All-Stars: Limited Edition","Wii","2010","Platform","Nintendo",0.99,0.52,0.92,0.14,2.56,NA,NA,1,NA,"",""
"604","Ghostbusters: The Video Game (DS Version)","X360","2009","Action","Take-Two Interactive",1.04,1.22,0.03,0.27,2.56,NA,NA,1,NA,"",""
"605","Madden NFL 13","PS3","2012","Sports","Electronic Arts",2.11,0.22,0,0.23,2.56,83,22,54,101,"EA Tiburon","E"
"606","Dragon Age: Origins","X360","2009","Role-Playing","Electronic Arts",1.76,0.55,0.03,0.22,2.56,86,68,78,725,"BioWare","M"
"608","LittleBigPlanet","PSP","2009","Platform","Sony Computer Entertainment",0.64,1.22,0.01,0.67,2.54,87,68,77,98,"SCE/WWS, Media Molecule","E10+"
"612","Art Academy","DS","2010","Misc","Nintendo",0.26,1.65,0.33,0.28,2.52,75,15,79,5,"Headstrong Games","E"
"613","NBA 2K14","X360","2013","Sports","Take-Two Interactive",2.1,0.19,0,0.23,2.52,87,23,48,150,"Visual Concepts","E"
"615","Skylanders Giants","Wii","2012","Action","Activision",1.48,0.83,0,0.21,2.52,78,8,69,20,"Toys for Bob","E10+"
"624","Bloodborne","PS4","2015","Action","Sony Computer Entertainment",1.03,0.81,0.26,0.38,2.48,92,100,85,6383,"From Software","M"
"629","NBA 2K13","PS3","2012","Sports","Take-Two Interactive",1.73,0.43,0.05,0.27,2.47,90,26,79,99,"Visual Concepts","E"
"630","Saints Row: The Third","PS3","2011","Action","THQ",0.86,1.04,0.18,0.38,2.47,82,50,76,384,"Volition Inc.","M"
"632","NBA 2K15","PS4","2014","Sports","Take-Two Interactive",1.47,0.54,0.01,0.43,2.45,83,50,69,291,"Visual Concepts","E"
"639","LEGO Harry Potter: Years 1-4","Wii","2010","Action","Warner Bros. Interactive Entertainment",1.28,0.93,0,0.22,2.43,79,13,79,34,"Traveller's Tales","E10+"
"640","Need for Speed (2015)","PS4","2015","Racing","Electronic Arts",0.5,1.5,0.05,0.37,2.43,NA,NA,1,NA,"",""
"641","Call of Duty: Infinite Warfare","XOne","2016","Shooter","Activision",1.46,0.74,0,0.22,2.42,78,17,30,290,"Infinity Ward","M"
"642","Madden NFL 16","XOne","2015","Sports","Electronic Arts",2.08,0.08,0,0.26,2.42,84,23,60,124,"EA Sports","E"
"646","uDraw Studio","Wii","2010","Misc","THQ",1.65,0.57,0,0.2,2.42,71,9,97,NA,"THQ","E"
"647","Tomb Raider (2013)","PS3","2013","Action","Square Enix",0.6,1.26,0.08,0.48,2.42,NA,NA,1,NA,"",""
"650","pro evolution soccer 2011","PS3","2010","Sports","Konami Digital Entertainment",0.29,1.17,0.54,0.41,2.41,77,40,67,85,"Konami","E"
"654","Halo: Combat Evolved Anniversary","X360","2011","Shooter","Microsoft Game Studios",1.44,0.7,0.04,0.22,2.4,82,73,80,487,"343 Industries","M"
"662","Madden NFL 11","PS3","2010","Sports","Electronic Arts",2.04,0.15,0,0.2,2.38,83,36,60,68,"EA Tiburon","E"
"665","Dead Island","X360","2011","Action","Deep Silver",1.48,0.69,0,0.2,2.37,71,75,68,627,"Techland","M"
"670","Zumba Fitness","X360","2010","Sports","505 Games",1.74,0.45,0,0.18,2.37,42,10,54,16,"Pipeworks Software, Inc.","E"
"671","Madden NFL 10","PS3","2009","Sports","Electronic Arts",2.03,0.13,0,0.21,2.37,85,41,67,58,"EA Tiburon","E"
"676","Kinect: Disneyland Adventures","X360","2011","Misc","Microsoft Game Studios",1.73,0.43,0.02,0.17,2.35,73,33,28,67,"Frontier Developments","E10+"
"678","The Legend of Zelda: Majora's Mask 3D","3DS","2015","Action","Nintendo",1.15,0.55,0.47,0.17,2.34,89,82,89,478,"GREZZO","E10+"
"681","NBA 2K16","XOne","2015","Sports","Take-Two Interactive",1.95,0.15,0,0.24,2.34,86,14,61,115,"Visual Concepts","E10+"
"682","Kinect Sports: Season Two","X360","2011","Sports","Microsoft Game Studios",1.38,0.72,0.02,0.22,2.34,66,46,64,39,"Rare Ltd., BigPark","E"
"689","Guild Wars 2","PC","2012","Action","NCSoft",0.96,1.07,0,0.27,2.31,90,69,78,2954,"ArenaNet","T"
"691","Paper Mario: Sticker Star","3DS","2012","Role-Playing","Nintendo",1.12,0.41,0.64,0.14,2.3,75,69,55,382,"Intelligent Systems","E"
"693","Batman: Arkham Origins","PS3","2013","Action","Warner Bros. Interactive Entertainment",1.07,0.8,0.04,0.38,2.29,76,46,76,668,"WB Games Montreal","T"
"695","Yokai Watch Busters","3DS","2015","Action","Level 5",0,0,2.29,0,2.29,NA,NA,1,NA,"",""
"698","Pro Evolution Soccer 2010","PS3","2009","Sports","Konami Digital Entertainment",0.3,1.27,0.46,0.26,2.28,78,42,66,76,"Konami","E"
"701","LEGO Harry Potter: Years 1-4","DS","2010","Action","Warner Bros. Interactive Entertainment",1.07,0.99,0,0.22,2.28,72,7,71,6,"TT Fusion","E10+"
"702","The Sims 3","X360","2010","Simulation","Electronic Arts",1.27,0.81,0,0.2,2.28,76,42,70,71,"The Sims Studio","T"
"705","Dead Island","PS3","2011","Action","Deep Silver",1.08,0.73,0.15,0.31,2.27,71,41,65,405,"Techland","M"
"708","Sonic's Ultimate Genesis Collection","PS3","2009","Misc","Sega",1.34,0.6,0,0.31,2.26,80,35,85,43,"Backbone Entertainment","E10+"
"709","Far Cry: Primal","PS4","2016","Action","Ubisoft",0.6,1.25,0.06,0.35,2.26,76,91,62,635,"Ubisoft Montreal","M"
"710","Battlefield 1","XOne","2016","Shooter","Electronic Arts",1.28,0.77,0,0.2,2.25,87,37,81,440,"EA DICE","M"
"714","Madden NFL 12","PS3","2011","Sports","Electronic Arts",1.93,0.15,0,0.17,2.25,79,31,54,56,"EA Tiburon","E"
"715","God of War: Ascension","PS3","2013","Action","Sony Computer Entertainment",1.23,0.63,0.04,0.35,2.25,80,89,74,914,"SCE Santa Monica","M"
"719","Just Dance Kids","Wii","2010","Misc","Ubisoft",1.52,0.54,0,0.18,2.24,NA,NA,97,NA,"Ubisoft","E"
"721","New Super Luigi U","WiiU","2013","Platform","Nintendo",1.25,0.62,0.18,0.18,2.24,77,59,78,288,"Nintendo","E"
"722","Assassin's Creed IV: Black Flag","XOne","2013","Action","Ubisoft",1.48,0.55,0,0.21,2.23,NA,NA,73,355,"Ubisoft","M"
"725","Madden NFL 25","X360","2013","Sports","Electronic Arts",1.98,0.06,0,0.19,2.23,80,32,55,136,"EA Sports","E"
"727","Dance Dance Revolution X2","PS2","2009","Simulation","Konami Digital Entertainment",1.09,0.85,0,0.28,2.23,NA,NA,97,NA,"Konami","E10+"
"728","Borderlands 2","PS3","2012","Shooter","Take-Two Interactive",1.05,0.72,0.1,0.35,2.23,91,25,81,858,"Gearbox Software","M"
"730","Monster Hunter Tri","Wii","2009","Role-Playing","Nintendo",0.65,0.4,1.05,0.11,2.22,84,70,85,219,"Capcom","T"
"731","LEGO Marvel Super Heroes","X360","2013","Action","Warner Bros. Interactive Entertainment",1.24,0.79,0,0.19,2.22,80,37,75,127,"TT Games","E10+"
"734","Tom Clancy's Rainbow Six: Siege","PS4","2015","Shooter","Ubisoft",0.55,1.19,0.14,0.33,2.21,73,40,72,480,"Ubisoft Montreal","M"
"739","Forza Motorsport 5","XOne","2013","Racing","Microsoft Game Studios",1.21,0.79,0.01,0.19,2.2,79,76,58,1095,"Turn 10","E"
"743","Need for Speed: Hot Pursuit","X360","2010","Racing","Electronic Arts",1.03,0.96,0,0.21,2.2,88,73,69,206,"Criterion Games","E10+"
"745","BioShock 2","X360","2010","Shooter","Take-Two Interactive",1.45,0.54,0.02,0.19,2.2,88,93,81,573,"2K Marin","M"
"750","Madden NFL 15","PS4","2014","Sports","Electronic Arts",1.54,0.25,0,0.4,2.19,81,37,60,208,"EA Sports","E"
"751","Pro Evolution Soccer 2012","PS3","2011","Action","Konami Digital Entertainment",0.34,0.96,0.55,0.33,2.19,80,41,65,132,"Konami","E"
"755","FIFA 15","XOne","2014","Sports","Electronic Arts",0.6,1.42,0,0.16,2.18,82,33,53,347,"EA Sports","E"
"759","Tom Clancy's The Division","XOne","2016","Shooter","Ubisoft",1.29,0.68,0,0.2,2.16,80,33,68,614,"Massive Entertainment","M"
"760","Final Fantasy XIII","X360","2010","Role-Playing","Square Enix",1.28,0.67,0.01,0.21,2.16,82,54,62,539,"Square Enix","T"
"762","Scribblenauts","DS","2009","Puzzle","Warner Bros. Interactive Entertainment",1.67,0.3,0.02,0.18,2.16,79,72,75,110,"5TH Cell","E10+"
"767","Skylanders SWAP Force","Wii","2013","Platform","Activision",1.21,0.75,0,0.19,2.15,NA,NA,65,5,"Beenox","E10+"
"768","Overwatch","PS4","2016","Shooter","Activision",0.81,0.85,0.15,0.33,2.14,90,31,60,1358,"Blizzard Entertainment","T"
"769","Hitman: Absolution","PS3","2012","Action","Square Enix",0.59,1.05,0.07,0.44,2.14,83,30,74,511,"Io Interactive","M"
"778","Your Shape featuring Jenny McCarthy","Wii","2009","Sports","Ubisoft",1.49,0.46,0,0.18,2.12,62,5,51,54,"Ubisoft","E"
"781","NBA 2K12","PS3","2011","Sports","Take-Two Interactive",1.62,0.26,0.05,0.18,2.11,90,38,66,127,"Visual Concepts","E"
"786","NBA 2K14","PS3","2013","Sports","Take-Two Interactive",1.44,0.31,0.04,0.32,2.11,84,26,48,142,"Visual Concepts","E"
"791","Battlefield: Hardline","PS4","2015","Shooter","Electronic Arts",0.71,0.94,0.14,0.32,2.1,73,46,49,845,"Visceral Games","M"
"792","Mortal Kombat","X360","2011","Fighting","Warner Bros. Interactive Entertainment",1.63,0.31,0,0.16,2.1,86,66,82,382,"NetherRealm Studios","M"
"793","Borderlands","PS3","2009","Shooter","Take-Two Interactive",1.2,0.6,0,0.29,2.09,83,58,78,427,"Gearbox Software","M"
"796","NBA 2K11","X360","2010","Action","Take-Two Interactive",1.84,0.12,0.01,0.13,2.09,89,50,80,100,"Visual Concepts","E"
"798","Dying Light","PS4","2015","Action","Warner Bros. Interactive Entertainment",0.96,0.67,0.12,0.34,2.09,74,58,78,1287,"Techland","M"
"799","Yokai Watch","3DS","2013","Role-Playing","Nintendo",0.25,0.45,1.33,0.05,2.09,NA,NA,1,NA,"",""
"801","World of Warcraft: Cataclysm","PC","2010","Role-Playing","Activision",1.77,0.32,0,0,2.08,90,53,55,953,"Blizzard Entertainment","T"
"808","Mario & Luigi: Dream Team","3DS","2013","Role-Playing","Nintendo",0.89,0.58,0.46,0.14,2.08,NA,NA,1,NA,"",""
"809","Portal 2","X360","2011","Shooter","Valve Software",1.41,0.49,0.01,0.17,2.08,95,66,84,997,"Valve Software","E10+"
"810","Mario Sports Mix","Wii","2010","Sports","Nintendo",0.88,0.44,0.63,0.12,2.08,64,54,70,34,"Square Enix","E"
"815","DriveClub","PS4","2014","Racing","Sony Computer Entertainment",0.36,1.38,0.02,0.31,2.07,71,85,60,1571,"Evolution Studios","E"
"817","UFC 2009 Undisputed","X360","2009","Fighting","THQ",1.48,0.39,0,0.19,2.06,83,68,78,51,"Yuke's","T"
"818","Metal Gear Solid: Peace Walker","PSP","2010","Action","Konami Digital Entertainment",0.46,0.41,0.96,0.24,2.06,89,66,88,443,"Kojima Productions","T"
"819","Kirby's Epic Yarn","Wii","2010","Platform","Nintendo",1.42,0.09,0.45,0.1,2.06,NA,NA,1,NA,"",""
"820","Wipeout: The Game","Wii","2009","Misc","Mindscape",1.94,0,0,0.12,2.06,NA,NA,1,NA,"",""
"824","Kingdom Hearts: Birth by Sleep","PSP","2010","Role-Playing","Square Enix",0.63,0.41,0.75,0.26,2.06,82,62,85,208,"Square Enix","E10+"
"825","Tom Clancy's Splinter Cell: Conviction","X360","2010","Action","Ubisoft",1.2,0.62,0.04,0.19,2.06,NA,NA,1,NA,"",""
"829","Ghostbusters: The Video Game (DS Version)","PS3","2010","Action","Take-Two Interactive",0.6,0.96,0.13,0.36,2.05,NA,NA,1,NA,"",""
"830","Madden NFL 15","X360","2014","Sports","Electronic Arts",1.77,0.06,0,0.22,2.05,NA,NA,54,29,"EA Sports","E"
"832","Toy Story 3: The Video Game","DS","2010","Action","Disney Interactive Studios",0.89,0.94,0.02,0.21,2.05,NA,NA,1,NA,"",""
"838","Dance Central 2","X360","2011","Misc","Microsoft Game Studios",1.45,0.41,0.01,0.16,2.04,86,56,81,63,"Harmonix Music Systems","T"
"846","Dark Souls","PS3","2011","Role-Playing","Namco Bandai Games",0.75,0.51,0.54,0.22,2.02,89,54,86,1397,"From Software","M"
"847","Just Dance 3","X360","2011","Misc","Ubisoft",1.47,0.39,0,0.16,2.02,70,34,76,17,"Ubisoft","E10+"
"848","Battlefield 4","XOne","2013","Shooter","Electronic Arts",1.25,0.58,0,0.19,2.02,81,5,65,480,"EA DICE","M"
"849","Fire Emblem: Awakening","3DS","2012","Role-Playing","Nintendo",0.9,0.45,0.54,0.13,2.01,92,72,90,1130,"Intelligent Systems","T"
"850","Need for Speed: The Run","PS3","2011","Action","Electronic Arts",0.58,1.04,0.03,0.36,2.01,64,48,63,182,"Black Box","T"
"851","Just Dance 2015","Wii","2014","Misc","Ubisoft",0.99,0.85,0,0.17,2.01,NA,NA,83,5,"Ubisoft","E10+"
"852","Dragon Age: Inquisition","PS4","2014","Role-Playing","Electronic Arts",0.73,0.88,0.08,0.32,2.01,89,43,73,1984,"BioWare","M"
"860","Kingdom Hearts 358/2 Days","DS","2009","Role-Playing","Square Enix",1.06,0.26,0.53,0.13,1.98,75,53,77,162,"h.a.n.d. Inc.","E10+"
"861","Skate 3","PS3","2010","Sports","Electronic Arts",0.79,0.88,0,0.32,1.98,80,46,75,82,"EA Black Box","T"
"864","Need for Speed Rivals","PS4","2013","Racing","Electronic Arts",0.73,0.92,0.03,0.3,1.98,80,53,61,667,"Ghost Games","E10+"
"869","Minecraft","PSV","2014","Misc","Sony Computer Entertainment Europe",0.18,0.64,0.9,0.24,1.96,NA,NA,1,NA,"",""
"872","Forza Horizon","X360","2012","Racing","Microsoft Game Studios",0.82,0.93,0.04,0.18,1.96,85,83,83,431,"PLAYGROUND, Playground Games","T"
"875","Resident Evil 6","X360","2012","Shooter","Capcom",1.12,0.6,0.07,0.16,1.95,67,71,49,1407,"Capcom","M"
"885","The Sims 3","PS3","2010","Simulation","Electronic Arts",0.73,0.89,0.02,0.3,1.94,78,39,63,55,"The Sims Studio","T"
"891","BioShock Infinite","X360","2013","Shooter","Take-Two Interactive",1.22,0.54,0.02,0.16,1.93,93,33,84,1647,"Irrational Games","M"
"896","Destiny: The Taken King","PS4","2015","Shooter","Activision",0.78,0.79,0.04,0.31,1.93,86,81,59,1079,"Bungie","T"
"899","Destiny","X360","2014","Shooter","Activision",1.31,0.43,0,0.18,1.92,NA,NA,46,504,"Bungie","T"
"902","Mario Party: Island Tour","3DS","2013","Misc","Nintendo",0.62,0.64,0.55,0.11,1.92,57,47,62,117,"Nintendo, Nd Cube","E"
"906","Need for Speed: Shift","X360","2009","Racing","Electronic Arts",0.73,0.96,0.01,0.22,1.91,83,75,64,134,"Slightly Mad Studios","E"
"908","Diablo III","PS3","2013","Role-Playing","Activision",0.72,0.75,0.15,0.29,1.91,86,43,63,557,"Blizzard Entertainment","M"
"909","LittleBigPlanet 3","PS4","2014","Platform","Sony Computer Entertainment",0.66,0.93,0.01,0.31,1.91,79,78,70,506,"Sumo Digital","E"
"911","Tomb Raider (2013)","X360","2013","Action","Square Enix",0.86,0.84,0.01,0.17,1.89,NA,NA,1,NA,"",""
"913","Donkey Kong Country Returns","3DS","2013","Platform","Nintendo",0.74,0.62,0.41,0.13,1.89,NA,NA,1,NA,"",""
"916","Batman: Arkham Origins","X360","2013","Action","Warner Bros. Interactive Entertainment",1.15,0.56,0,0.17,1.88,74,46,74,685,"WB Games Montreal","T"
"922","NBA 2K17","PS4","2016","Sports","Take-Two Interactive",1.25,0.27,0.02,0.34,1.88,88,47,66,162,"Visual Concepts","E"
"923","Toy Story Mania!","Wii","2009","Misc","Disney Interactive Studios",1.04,0.66,0,0.18,1.88,49,15,65,13,"Papaya Studios","E"
"928","Madden NFL 25","PS3","2013","Sports","Electronic Arts",1.6,0.03,0,0.24,1.87,76,19,40,91,"EA Sports","E"
"931","Ratchet & Clank Future: A Crack in Time","PS3","2009","Platform","Sony Computer Entertainment",1.05,0.53,0.03,0.26,1.86,NA,NA,1,NA,"",""
"939","Just Cause 3","PS4","2015","Action","Square Enix",0.47,1.03,0.07,0.28,1.86,73,42,64,403,"Avalanche Studios","M"
"944","Max Payne 3","PS3","2012","Shooter","Take-Two Interactive",0.59,0.89,0.06,0.3,1.85,87,31,77,790,"Rockstar Studios","M"
"946","LEGO Marvel Super Heroes","PS3","2013","Action","Warner Bros. Interactive Entertainment",0.77,0.76,0.01,0.29,1.84,82,22,78,76,"TT Games","E10+"
"947","Phineas and Ferb","DS","2009","Action","Disney Interactive Studios",1.32,0.37,0,0.15,1.84,80,4,44,8,"Altron","E"
"953","Kirby: Triple Deluxe","3DS","2014","Platform","Nintendo",0.61,0.34,0.79,0.09,1.83,80,68,87,206,"HAL Labs","E"
"955","GoldenEye 007 (2010)","Wii","2010","Action","Activision",0.84,0.7,0.13,0.16,1.83,NA,NA,1,NA,"",""
"956","Sonic Classic Collection","DS","2010","Platform","Sega",0.92,0.73,0,0.17,1.83,70,24,74,28,"Creative Assembly","E"
"958","Diablo III","PS4","2014","Role-Playing","Activision",0.51,0.98,0.06,0.28,1.82,NA,NA,1,NA,"Blizzard Entertainment","M"
"959","inFAMOUS 2","PS3","2011","Action","Sony Computer Entertainment",1.05,0.47,0.08,0.22,1.82,83,90,83,932,"Sucker Punch","T"
"960","World of Warcraft: Mists of Pandaria","PC","2012","Role-Playing","Activision",0.84,0.76,0,0.22,1.82,82,42,47,1265,"Blizzard Entertainment","T"
"964","Demon's Souls","PS3","2009","Role-Playing","Namco Bandai Games",0.97,0.33,0.35,0.17,1.82,89,81,88,1441,"From Software","M"
"969","Mafia III","PS4","2016","Action","Take-Two Interactive",0.42,1.08,0.03,0.28,1.81,68,66,50,1147,"Hangar 13","M"
"975","NBA 2K11","PS3","2010","Action","Take-Two Interactive",1.41,0.2,0.03,0.16,1.8,89,46,75,105,"Visual Concepts","E"
"976","Forza Motorsport 6","XOne","2015","Racing","Microsoft Game Studios",0.73,0.9,0.03,0.14,1.8,87,85,78,863,"Turn 10","E"
"977","The Evil Within","PS4","2014","Action","Bethesda Softworks",0.55,0.86,0.11,0.27,1.79,75,65,72,1223,"Tango Gameworks","M"
"979","The Legend of Zelda: The Wind Waker","WiiU","2013","Action","Nintendo",0.92,0.6,0.14,0.14,1.79,NA,NA,1,NA,"",""
"981","Professor Layton and the Mask of Miracle","3DS","2011","Puzzle","Nintendo",0.32,0.97,0.36,0.13,1.79,NA,NA,1,NA,"",""
"990","LEGO Star Wars III: The Clone Wars","Wii","2011","Action","LucasArts",1.01,0.6,0,0.15,1.76,76,7,76,10,"Traveller's Tales","E10+"
"994","UFC 2009 Undisputed","PS3","2009","Fighting","THQ",1.07,0.44,0.01,0.24,1.76,84,58,80,47,"THQ","T"
